ReferralID,ClientID,Original Date Created,Address 1 County,Address 1 State,Address 1 Postal Code,Original Sender,Service Type,Service Subtype
7480,122,6/23/2022 10:46,Jefferson County,KY,40214,Organization 104,Transportation,Ride Coordination
7516,177,6/22/2022 22:07,Jefferson County,KY,40216,Organization 104,Transportation,Ride Coordination
7546,572,6/21/2022 15:42,Jefferson County,KY,40219,Organization 104,Transportation,Ride Coordination
7562,343,6/27/2022 18:06,Jefferson County,KY,40211,Organization 104,Transportation,Ride Coordination
7599,38,6/10/2022 18:10,Jefferson County,KY,40211,Organization 104,Transportation,Ride Coordination
7605,146,6/25/2022 16:43,Jefferson County,KY,40023,Organization 104,Transportation,Ride Coordination
7616,121,6/30/2022 11:00,Jefferson County,KY,40210,Organization 104,Transportation,Ride Coordination
7628,188,6/24/2022 20:39,Jefferson County,KY,40203,Organization 104,Transportation,Ride Coordination
7636,146,6/29/2022 19:06,Jefferson County,KY,40023,Organization 104,Transportation,Ride Coordination
7648,122,6/28/2022 10:32,Jefferson County,KY,40214,Organization 104,Transportation,Ride Coordination
7651,185,6/24/2022 19:01,Jefferson County,KY,40204,Organization 104,Transportation,Ride Coordination
7677,401,6/6/2022 16:20,Jefferson County,KY,40203,Organization 104,Transportation,Ride Coordination
7682,1102,6/1/2022 16:13,Jefferson County,KY,40218,Organization 104,Transportation,Ride Coordination
7748,130,6/30/2022 11:10,Jefferson County,KY,40203,Organization 104,Transportation,Ride Coordination
7749,146,6/27/2022 19:03,Jefferson County,KY,40023,Organization 104,Transportation,Ride Coordination
7761,968,6/7/2022 12:46,Jefferson County,KY,40210,Organization 104,Transportation,Ride Coordination
7771,119,6/27/2022 16:53,,KY,40210,Organization 104,Transportation,Ride Coordination
7892,122,6/30/2022 10:57,Jefferson County,KY,40214,Organization 104,Transportation,Ride Coordination
7927,38,6/1/2022 16:11,Jefferson County,KY,40211,Organization 104,Transportation,Ride Coordination
7967,122,6/13/2022 16:26,Jefferson County,KY,40214,Organization 104,Transportation,Ride Coordination
7979,728,6/14/2022 20:34,Jefferson County,KY,40202,Organization 104,Transportation,Ride Coordination
8075,122,6/23/2022 20:06,Jefferson County,KY,40214,Organization 104,Transportation,Ride Coordination
8143,405,6/16/2022 19:38,Jefferson County,KY,40291,Organization 104,Transportation,Ride Coordination
8224,177,6/21/2022 20:17,Jefferson County,KY,40216,Organization 104,Transportation,Ride Coordination
8243,38,6/15/2022 16:41,Jefferson County,KY,40211,Organization 104,Transportation,Ride Coordination
8258,38,6/13/2022 18:38,Jefferson County,KY,40211,Organization 104,Transportation,Ride Coordination
8350,572,6/21/2022 14:59,Jefferson County,KY,40219,Organization 104,Transportation,Ride Coordination
8436,117,6/30/2022 12:59,Jefferson County,KY,40212,Organization 104,Transportation,Ride Coordination
8459,121,6/28/2022 10:38,Jefferson County,KY,40210,Organization 104,Transportation,Ride Coordination
8476,117,6/28/2022 10:36,Jefferson County,KY,40212,Organization 104,Transportation,Ride Coordination
8488,38,6/17/2022 12:41,Jefferson County,KY,40211,Organization 104,Transportation,Ride Coordination
8559,38,6/30/2022 18:12,Jefferson County,KY,40211,Organization 104,Transportation,Ride Coordination
8561,967,6/7/2022 12:56,Oldham County,KY,40014,Organization 104,Transportation,Ride Coordination
8567,122,6/27/2022 12:48,Jefferson County,KY,40214,Organization 104,Transportation,Ride Coordination
8570,119,6/30/2022 11:04,,KY,40210,Organization 104,Transportation,Ride Coordination
8603,119,6/28/2022 13:26,,KY,40210,Organization 104,Transportation,Ride Coordination
8616,329,6/27/2022 12:40,Jefferson County,KY,40202,Organization 104,Transportation,Ride Coordination
8652,1081,6/2/2022 13:11,Jefferson County,KY,40202,Organization 104,Transportation,Ride Coordination
8691,121,6/23/2022 10:27,Jefferson County,KY,40210,Organization 104,Transportation,Ride Coordination
8700,121,6/13/2022 16:35,Jefferson County,KY,40210,Organization 104,Transportation,Ride Coordination
8740,730,6/14/2022 20:37,Jefferson County,KY,40203,Organization 104,Transportation,Ride Coordination
8788,117,6/29/2022 17:23,Jefferson County,KY,40212,Organization 104,Transportation,Ride Coordination
8792,146,6/25/2022 16:41,Jefferson County,KY,40023,Organization 104,Transportation,Ride Coordination
8838,877,6/3/2022 14:58,Jefferson County,KY,40210,Organization 104,Transportation,Ride Coordination
8863,38,6/23/2022 17:45,Jefferson County,KY,40211,Organization 104,Transportation,Ride Coordination
8880,329,6/27/2022 19:07,Jefferson County,KY,40202,Organization 104,Transportation,Ride Coordination
8922,401,6/6/2022 16:11,Jefferson County,KY,40203,Organization 104,Transportation,Ride Coordination
8941,405,6/21/2022 16:08,Jefferson County,KY,40291,Organization 104,Transportation,Ride Coordination
8964,38,6/3/2022 18:40,Jefferson County,KY,40211,Organization 104,Transportation,Ride Coordination
8965,401,6/19/2022 23:30,Jefferson County,KY,40203,Organization 104,Transportation,Ride Coordination
7030,180,6/23/2022 17:12,,,,Organization 104,Transportation,Ride Coordination
7036,582,6/21/2022 13:18,,,,Organization 104,Transportation,Ride Coordination
7557,688,6/15/2022 18:29,,,,Organization 104,Transportation,Ride Coordination
7566,761,6/14/2022 13:10,,,,Organization 104,Transportation,Ride Coordination
7572,1002,6/6/2022 12:16,,,,Organization 104,Transportation,Ride Coordination
7781,379,6/27/2022 12:45,,,,Organization 104,Transportation,Ride Coordination
7822,761,6/13/2022 12:47,,,,Organization 104,Transportation,Ride Coordination
8144,758,6/14/2022 13:44,,,,Organization 104,Transportation,Ride Coordination
8727,399,6/17/2022 18:36,,,,Organization 104,Transportation,Ride Coordination
8912,190,6/26/2022 11:18,,,,Organization 104,Transportation,Ride Coordination
8976,399,6/17/2022 18:32,,,,Organization 104,Transportation,Ride Coordination
8987,180,6/23/2022 17:10,,,,Organization 104,Transportation,Ride Coordination
7298,956,5/31/2022 20:16,Jefferson County,KY,40204,Organization 129,Housing & Shelter,Emergency Housing
7395,956,5/31/2022 20:16,Jefferson County,KY,40204,Organization 129,Housing & Shelter,Emergency Housing
8029,806,6/7/2022 16:55,Jefferson County,KY,40211,Organization 137,Employment,Job Search/Placement
8173,822,6/7/2022 17:36,Jefferson County,KY,40210,Organization 137,Employment,Job Search/Placement
8510,374,6/27/2022 13:38,Jefferson County,KY,40211,Organization 137,Employment,Job Search/Placement
7052,866,6/8/2022 18:57,Jefferson County,KY,40202,Organization 138,Employment,Job Search/Placement
7325,523,6/22/2022 18:06,Jefferson County,KY,40216,Organization 138,Employment,Job Training
7349,675,6/10/2022 19:39,Jefferson County,KY,40206,Organization 138,Employment,Job Training
7401,625,6/14/2022 15:47,Jefferson County,KY,40207,Organization 138,Employment,Job Search/Placement
7456,806,6/9/2022 15:08,Jefferson County,KY,40211,Organization 138,Employment,Job Search/Placement
7827,452,6/21/2022 14:16,Jefferson County,KY,40208,Organization 138,Employment,Job Search/Placement
7933,46,6/27/2022 14:02,Jefferson County,KY,40219,Organization 138,Employment,Job Search/Placement
8155,425,6/23/2022 16:12,Jefferson County,KY,40215,Organization 138,Employment,Job Training
8156,608,6/17/2022 15:58,Jefferson County,KY,40215,Organization 138,Employment,Job Search/Placement
8345,266,6/27/2022 19:21,Jefferson County,KY,40203,Organization 138,Employment,Job Search/Placement
8364,46,6/27/2022 14:03,Jefferson County,KY,40219,Organization 138,Employment,Job Search/Placement
7007,764,6/3/2022 16:49,,,40272,Organization 138,Employment,Job Training
7033,611,6/15/2022 20:22,Jefferson County,,40206,Organization 138,Employment,Job Search/Placement
7035,120,6/24/2022 16:20,Boone County,,41005,Organization 138,Employment,Job Training
7045,977,6/6/2022 20:01,Fayette County,,40502,Organization 138,Employment,Job Training
7049,701,6/9/2022 15:29,Jefferson County,,40258,Organization 138,Employment,Job Search/Placement
7069,391,6/13/2022 16:32,Jefferson County,,40228,Organization 138,Employment,Job Search/Placement
7076,798,6/7/2022 16:02,Jefferson County,,40214,Organization 138,Employment,Job Training
7096,258,6/21/2022 20:37,Jefferson County,,40220,Organization 138,Employment,Job Training
7102,719,6/15/2022 13:14,Jefferson County,,40203,Organization 138,Employment,Career Skills Development
7106,980,6/6/2022 19:04,,,,Organization 138,Employment,Job Training
7110,364,6/6/2022 18:58,Jefferson County,,40210,Organization 138,Employment,Job Training
7113,451,6/14/2022 15:28,Jefferson County,,40210,Organization 138,Education,Educational Support Services
7129,863,6/3/2022 14:50,,,40047,Organization 138,Employment,Job Search/Placement
7143,1105,6/1/2022 14:14,,,,Organization 138,Employment,Job Training
7182,346,6/23/2022 16:33,,,40272,Organization 138,Employment,Job Search/Placement
7208,351,6/14/2022 18:01,Jefferson County,,40216,Organization 138,Employment,Job Search/Placement
7211,698,6/13/2022 17:33,Jefferson County,,40203,Organization 138,Employment,Job Training
7219,496,6/23/2022 14:32,Jefferson County,,40215,Organization 138,Employment,Job Search/Placement
7226,609,6/16/2022 18:49,Jefferson County,,40203,Organization 138,Employment,Job Training
7228,112,6/13/2022 13:20,Jefferson County,,40299,Organization 138,Employment,Job Search/Placement
7239,1090,6/1/2022 16:17,Shelby County,,40065,Organization 138,Employment,Job Training
7249,697,6/1/2022 15:50,Jefferson County,,40210,Organization 138,Individual & Family Support,Child Care
7258,514,6/22/2022 20:21,,,,Organization 138,Employment,Job Search/Placement
7261,33,6/30/2022 19:06,Jefferson County,,40214,Organization 138,Employment,Career Skills Development
7267,789,6/6/2022 15:06,,,40245,Organization 138,Employment,Job Search/Placement
7275,540,6/22/2022 14:22,Jefferson County,,40211,Organization 138,Employment,Job Training
7292,554,6/21/2022 19:38,,,,Organization 138,Employment,Job Training
7397,1055,6/1/2022 19:35,,,,Organization 138,Education,Educational Support Services
7410,700,6/3/2022 20:28,Jefferson County,,40291,Organization 138,Employment,Job Search/Placement
7442,319,6/27/2022 20:27,,,,Organization 138,Employment,Job Search/Placement
7494,496,6/23/2022 14:30,Jefferson County,,40215,Organization 138,Employment,Job Search/Placement
7520,575,6/21/2022 15:14,,,,Organization 138,Employment,Job Search/Placement
7559,792,6/13/2022 14:34,Jefferson County,,40217,Organization 138,Employment,Job Search/Placement
7579,686,6/15/2022 12:40,Jefferson County,,40213,Organization 138,Employment,Job Search/Placement
7603,445,6/22/2022 14:30,,,40241,Organization 138,Employment,Job Training
7609,493,6/23/2022 14:54,,,,Organization 138,Employment,Job Search/Placement
7610,302,6/17/2022 16:36,Jefferson County,,40216,Organization 138,Education,Computer/Technology Classes
7630,351,6/14/2022 17:57,Jefferson County,,40216,Organization 138,Employment,Job Search/Placement
7645,108,6/27/2022 17:08,Jefferson County,,40204,Organization 138,Food Assistance,SNAP/WIC/Other Nutrition Benefits
7671,103,6/29/2022 13:38,Jefferson County,,40211,Organization 138,Education,Educational Support Services
7676,702,6/9/2022 14:56,Jefferson County,,40214,Organization 138,Employment,Job Training
7734,986,6/6/2022 16:40,Jefferson County,,40217,Organization 138,Employment,Job Search/Placement
7740,825,6/8/2022 19:20,,,40241,Organization 138,Employment,Job Search/Placement
7747,898,6/8/2022 17:33,,,,Organization 138,Education,Educational Support Services
7758,934,6/3/2022 18:29,,,,Organization 138,Employment,Job Search/Placement
7775,109,6/23/2022 16:46,Jefferson County,,40211,Organization 138,Education,Educational Support Services
7782,718,6/9/2022 18:57,Jefferson County,,40212,Organization 138,Employment,Job Search/Placement
7791,564,6/21/2022 16:02,Jefferson County,,40216,Organization 138,Housing & Shelter,Rent/Mortgage Payment Assistance
7793,725,6/14/2022 15:47,Jefferson County,,40216,Organization 138,Employment,Job Search/Placement
7807,652,6/3/2022 16:41,,,,Organization 138,Education,Educational Support Services
7861,451,6/15/2022 18:53,Jefferson County,,40210,Organization 138,Education,Educational Support Services
7868,449,6/21/2022 17:22,Jefferson County,,40206,Organization 138,Employment,Job Training
7879,41,6/30/2022 17:30,Jefferson County,,40219,Organization 138,Employment,Career Skills Development
7883,578,6/3/2022 15:11,,,,Organization 138,Employment,Job Search/Placement
7902,100,6/30/2022 14:17,Jefferson County,,40291,Organization 138,Education,Educational Support Services
7928,147,6/29/2022 19:00,,,,Organization 138,Employment,Job Training
7930,778,6/3/2022 15:51,Jefferson County,,40203,Organization 138,Employment,Job Search/Placement
7956,695,6/15/2022 15:22,,,40272,Organization 138,Employment,Job Training
7963,587,6/21/2022 13:12,Jefferson County,,40291,Organization 138,Employment,Job Search/Placement
7977,450,6/17/2022 18:03,Jefferson County,,40207,Organization 138,Employment,Job Training
7980,350,6/1/2022 16:05,Jefferson County,,40220,Organization 138,Employment,Job Search/Placement
7991,825,6/8/2022 19:21,,,40241,Organization 138,Employment,Job Search/Placement
8002,258,6/28/2022 16:47,Jefferson County,,40220,Organization 138,Entrepreneurship,
8005,205,6/29/2022 13:30,Hardin County,,40160,Organization 138,Education,Educational Support Services
8008,242,5/23/2022 20:33,Jefferson County,,40216,Organization 138,Employment,Job Search/Placement
8010,350,6/15/2022 17:57,Jefferson County,,40220,Organization 138,Employment,Job Search/Placement
8017,1055,6/1/2022 19:34,,,,Organization 138,Education,Educational Support Services
8022,701,6/9/2022 15:28,Jefferson County,,40258,Organization 138,Employment,Job Search/Placement
8032,579,6/21/2022 14:13,,,,Organization 138,Employment,Job Search/Placement
8041,443,6/21/2022 17:32,Jefferson County,,40203,Organization 138,Employment,Job Search/Placement
8043,610,6/16/2022 16:29,Jefferson County,,40202,Organization 138,Employment,Job Search/Placement
8088,796,6/9/2022 20:27,Jefferson County,,40207,Organization 138,Employment,Job Search/Placement
8090,691,6/15/2022 15:39,Shelby County,,40065,Organization 138,Employment,Job Training
8107,793,6/13/2022 15:50,,,40150,Organization 138,Employment,Job Training
8148,576,6/21/2022 15:02,Jefferson County,,40214,Organization 138,Education,Tuition Assistance
8149,868,6/9/2022 15:51,,,,Organization 138,Employment,Job Training
8172,364,6/27/2022 15:05,Jefferson County,,40210,Organization 138,Education,Degrees/Certifications
8209,724,6/14/2022 19:02,Jefferson County,,40216,Organization 138,Education,Educational Support Services
8236,867,6/9/2022 16:51,,,,Organization 138,Employment,Job Training
8238,408,6/24/2022 16:05,,,,Organization 138,Employment,Job Training
8259,777,6/13/2022 16:22,Jefferson County,,40291,Organization 138,Employment,Job Search/Placement
8261,789,6/13/2022 18:42,,,40245,Organization 138,Education,Computer/Technology Classes
8269,470,6/23/2022 17:14,Jefferson County,,40258,Organization 138,Employment,Job Training
8270,108,6/27/2022 17:28,Jefferson County,,40204,Organization 138,Employment,Career Skills Development
8274,106,6/27/2022 18:36,,,40272,Organization 138,Education,Educational Support Services
8328,569,6/21/2022 16:35,Jefferson County,,40219,Organization 138,Employment,Job Training
8329,893,6/3/2022 15:45,Jefferson County,,40204,Organization 138,Transportation,Transportation Expense Assistance
8338,104,6/29/2022 13:28,Jefferson County,,40211,Organization 138,Education,Educational Support Services
8352,610,6/16/2022 16:38,Jefferson County,,40202,Organization 138,Employment,Job Search/Placement
8353,727,6/14/2022 16:51,Jefferson County,,40211,Organization 138,Employment,Job Search/Placement
8355,352,6/14/2022 12:17,,,40241,Organization 138,Employment,Job Search/Placement
8356,778,6/9/2022 17:11,Jefferson County,,40203,Organization 138,Employment,Job Search/Placement
8369,697,6/1/2022 15:49,Jefferson County,,40210,Organization 138,Individual & Family Support,Child Care
8376,564,6/14/2022 19:11,Jefferson County,,40216,Organization 138,Employment,Job Search/Placement
8399,948,6/7/2022 15:55,,,,Organization 138,Employment,Job Search/Placement
8410,700,6/3/2022 19:02,Jefferson County,,40291,Organization 138,Employment,Job Search/Placement
8426,301,6/16/2022 14:55,Jefferson County,,40228,Organization 138,Education,Computer/Technology Classes
8444,543,6/22/2022 13:50,Jefferson County,,40118,Organization 138,Employment,Job Training
8447,691,6/15/2022 15:32,Shelby County,,40065,Organization 138,Employment,Job Training
8467,831,6/10/2022 17:12,,,,Organization 138,Employment,Job Training
8469,275,6/28/2022 15:30,,,40211,Organization 138,Employment,Job Training
8532,300,6/22/2022 20:00,Jefferson County,,40223,Organization 138,Education,Computer/Technology Classes
8534,719,6/1/2022 18:41,Jefferson County,,40203,Organization 138,Employment,Job Search/Placement
8541,110,6/15/2022 16:52,Jefferson County,,40219,Organization 138,Education,Educational Support Services
8551,682,6/6/2022 20:31,Jefferson County,,40216,Organization 138,Employment,Job Training
8558,391,6/14/2022 12:45,Jefferson County,,40228,Organization 138,Employment,Job Search/Placement
8578,777,6/13/2022 16:24,Jefferson County,,40291,Organization 138,Employment,Job Search/Placement
8591,785,6/6/2022 19:45,,,40150,Organization 138,Employment,Job Training
8597,797,6/3/2022 17:22,Jefferson County,,40216,Organization 138,Employment,Job Training
8600,352,6/13/2022 18:06,,,40241,Organization 138,Employment,Job Search/Placement
8601,350,6/15/2022 17:58,Jefferson County,,40220,Organization 138,Employment,Job Search/Placement
8622,864,6/9/2022 16:39,Bullitt County,,40165,Organization 138,Employment,Job Search/Placement
8647,429,6/24/2022 12:08,Bullitt County,,40165,Organization 138,Employment,Job Training
8664,143,6/29/2022 19:39,Jefferson County,,40211,Organization 138,Employment,Job Training
8676,112,6/13/2022 13:21,Jefferson County,,40299,Organization 138,Employment,Job Search/Placement
8679,839,6/9/2022 18:30,Jefferson County,,40211,Organization 138,Education,Educational Support Services
8695,825,6/8/2022 19:23,,,40241,Organization 138,Employment,Job Search/Placement
8712,909,6/7/2022 12:14,,,40071,Organization 138,Employment,Job Search/Placement
8713,375,6/13/2022 16:07,,,,Organization 138,Employment,Job Search/Placement
8748,108,6/27/2022 17:14,Jefferson County,,40204,Organization 138,Employment,Career Skills Development
8774,696,6/13/2022 20:06,Jefferson County,,40208,Organization 138,Employment,Job Training
8785,1096,6/1/2022 14:31,Jefferson County,,40228,Organization 138,Employment,Job Training
8811,868,6/9/2022 15:53,,,,Organization 138,Employment,Job Search/Placement
8816,451,6/23/2022 19:07,Jefferson County,,40210,Organization 138,Education,Degrees/Certifications
8845,976,6/6/2022 20:04,Jefferson County,,40218,Organization 138,Education,Computer/Technology Classes
8873,116,6/21/2022 17:37,Jefferson County,,40299,Organization 138,Employment,Job Search/Placement
8881,106,6/16/2022 18:22,,,40272,Organization 138,Employment,Job Search/Placement
8904,564,6/21/2022 15:57,Jefferson County,,40216,Organization 138,Employment,Job Search/Placement
8927,27,6/30/2022 19:26,Jefferson County,,40219,Organization 138,Employment,Job Search/Placement
8935,302,6/17/2022 16:34,Jefferson County,,40216,Organization 138,Employment,Career Skills Development
8960,778,6/9/2022 17:03,Jefferson County,,40203,Organization 138,Employment,Job Search/Placement
8963,557,6/21/2022 18:19,Jefferson County,,40220,Organization 138,Employment,Job Search/Placement
8994,824,6/8/2022 19:42,Jefferson County,,40212,Organization 138,Employment,Career Skills Development
7519,10,6/16/2022 17:43,Bullitt County,KY,40165,Organization 142,Benefits Navigation,ID/Documentation Assistance
7587,10,6/16/2022 17:43,Bullitt County,KY,40165,Organization 142,Benefits Navigation,ID/Documentation Assistance
7983,10,6/16/2022 17:43,Bullitt County,KY,40165,Organization 142,Benefits Navigation,ID/Documentation Assistance
8662,10,6/23/2022 14:42,Bullitt County,KY,40165,Organization 142,Housing & Shelter,Emergency Housing
7085,692,6/15/2022 16:37,Bullitt County,,40165,Organization 142,Benefits Navigation,Health Insurance/Benefits
8191,692,6/15/2022 16:37,Bullitt County,,40165,Organization 142,Benefits Navigation,Health Insurance/Benefits
8921,692,6/15/2022 16:37,Bullitt County,,40165,Organization 142,Benefits Navigation,Health Insurance/Benefits
7003,1072,6/2/2022 15:53,Spencer County,KY,40071,Organization 158,Individual & Family Support,Respite Care
7004,333,5/4/2022 14:35,Jefferson County,KY,40220,Organization 158,Mental/Behavioral Health,Mental Health Expense Assistance
7006,48,6/20/2022 19:41,Jefferson County,KY,40206,Organization 158,Food Assistance,Emergency Food
7008,626,6/1/2022 19:30,Jefferson County,KY,40218,Organization 158,Housing & Shelter,Housing Applications/Recertification
7010,917,6/8/2022 12:20,Jefferson County,KY,40272-2587,Organization 158,Food Assistance,Emergency Food
7011,627,6/15/2022 15:04,Jefferson County,KY,40215,Organization 158,Housing & Shelter,Permanent Housing
7016,50,6/16/2022 20:39,Jefferson County,KY,40228,Organization 158,Benefits Navigation,Benefits Eligibility Screening
7017,160,6/27/2022 16:35,Jefferson County,KY,40201,Organization 158,Individual & Family Support,Social Service Case Management
7018,629,6/17/2022 13:49,Jefferson County,KY,40218,Organization 158,Individual & Family Support,Caregiving Services
7021,827,6/10/2022 17:22,Jefferson County,KY,40212,Organization 158,Individual & Family Support,Caregiving Services
7028,446,5/5/2022 23:59,,KY,40291,Organization 158,Income Support,Emergency/One-time Financial Assistance
7029,837,6/1/2022 14:49,Jefferson County,KY,40204,Organization 158,Wellness,Mindfulness & Meditation
7037,288,5/11/2022 18:43,Jefferson County,KY,40215,Organization 158,Individual & Family Support,Social Service Case Management
7044,237,6/10/2022 16:32,Jefferson County,KY,40258,Organization 158,Food Assistance,Prepared Meals
7055,871,6/1/2022 19:06,Jefferson County,KY,40203,Organization 158,Food Assistance,Prepared Meals
7059,1079,6/1/2022 20:09,Jefferson County,KY,40205,Organization 158,Individual & Family Support,Caregiving Services
7065,503,6/23/2022 12:48,,KY,40220,Organization 158,Individual & Family Support,Social Service Case Management
7078,79,6/29/2022 18:58,Jefferson County,KY,40210,Organization 158,Income Support,Emergency/One-time Financial Assistance
7081,838,6/2/2022 14:41,Jefferson County,KY,40258,Organization 158,Food Assistance,SNAP/WIC/Other Nutrition Benefits
7087,159,6/3/2022 17:54,Jefferson County,KY,40218,Organization 158,Housing & Shelter,Rent/Mortgage Payment Assistance
7098,163,6/29/2022 16:25,Jefferson County,KY,40210,Organization 158,Individual & Family Support,Social Service Case Management
7099,1037,4/12/2022 18:07,Jefferson County,KY,40218,Organization 158,Housing & Shelter,Permanent Housing
7101,336,6/7/2022 21:16,Shelby County,KY,40065,Organization 158,Legal,Housing Law
7103,44,6/29/2022 20:06,Jefferson County,KY,40202,Organization 158,Benefits Navigation,Benefits Eligibility Screening
7105,19,6/30/2022 17:13,Jefferson County,KY,40203,Organization 158,Utilities,Utility Bill Payment Assistance
7107,665,6/3/2022 14:58,Jefferson County,KY,40218,Organization 158,Food Assistance,Emergency Food
7122,295,6/16/2022 19:56,Jefferson County,KY,40223,Organization 158,Food Assistance,Emergency Food
7127,2,6/30/2022 18:38,Bullitt County,KY,40165,Organization 158,Transportation,Ride Coordination
7144,336,6/9/2022 13:25,Shelby County,KY,40065,Organization 158,Food Assistance,Emergency Food
7147,630,6/15/2022 15:13,Jefferson County,KY,40219,Organization 158,Utilities,Utility Bill Payment Assistance
7153,76,6/15/2022 15:12,Breckinridge County,KY,40143,Organization 158,Food Assistance,Emergency Food
7154,61,6/20/2022 15:37,Jefferson County,KY,40223,Organization 158,Food Assistance,Prepared Meals
7155,67,6/15/2022 19:02,Jefferson County,KY,40219,Organization 158,Individual & Family Support,Parenting Education
7156,899,6/7/2022 16:24,Jefferson County,KY,40299,Organization 158,Food Assistance,Prepared Meals
7157,667,5/24/2022 18:02,Jefferson County,KY,40223,Organization 158,Housing & Shelter,Permanent Housing
7158,1072,6/2/2022 15:53,Spencer County,KY,40071,Organization 158,Benefits Navigation,Benefits Eligibility Screening
7159,1024,5/24/2022 18:50,Jefferson County,KY,40272,Organization 158,Employment,Job Search/Placement
7165,2,6/30/2022 18:38,Bullitt County,KY,40165,Organization 158,Transportation,Ride Coordination
7168,899,6/7/2022 16:24,Jefferson County,KY,40299,Organization 158,Food Assistance,Prepared Meals
7170,49,6/30/2022 13:41,Jefferson County,KY,40207,Organization 158,Food Assistance,Emergency Food
7175,722,6/10/2022 16:41,Jefferson County,KY,40291,Organization 158,Food Assistance,Prepared Meals
7183,39,6/30/2022 17:55,Jefferson County,KY,40223,Organization 158,Food Assistance,Emergency Food
7186,49,6/30/2022 13:41,Jefferson County,KY,40207,Organization 158,Housing & Shelter,Rent/Mortgage Payment Assistance
7188,150,6/23/2022 14:42,Jefferson County,KY,40291,Organization 158,Food Assistance,Emergency Food
7191,837,6/6/2022 11:32,Jefferson County,KY,40204,Organization 158,Mental/Behavioral Health,Individual Counseling
7193,336,6/9/2022 13:32,Shelby County,KY,40065,Organization 158,Housing & Shelter,Housing Applications/Recertification
7197,332,6/21/2022 14:32,Grayson County,KY,42721,Organization 158,Food Assistance,Emergency Food
7203,75,5/25/2022 21:13,Jefferson County,KY,40202,Organization 158,Clothing & Household Goods,
7206,525,6/22/2022 17:51,Jefferson County,KY,40208,Organization 158,Housing & Shelter,Transitional Housing
7207,2,6/30/2022 18:38,Bullitt County,KY,40165,Organization 158,Transportation,Ride Coordination
7215,378,6/23/2022 14:01,Jefferson County,KY,40203,Organization 158,Individual & Family Support,Social Service Case Management
7222,378,6/23/2022 14:01,Jefferson County,KY,40203,Organization 158,Individual & Family Support,Social Service Case Management
7230,339,6/13/2022 16:18,Marion County,KY,40033,Organization 158,Food Assistance,Prepared Meals
7233,87,6/27/2022 18:18,Jefferson County,KY,40220,Organization 158,Utilities,Utility Bill Payment Assistance
7238,5,6/20/2022 20:51,Jefferson County,KY,40220,Organization 158,Individual & Family Support,Social Service Case Management
7240,286,6/15/2022 14:37,Jefferson County,KY,40203,Organization 158,Individual & Family Support,Social Service Case Management
7241,239,6/27/2022 13:35,Oldham County,KY,40014,Organization 158,Individual & Family Support,Environmental Modifications/Accessibility
7245,917,6/8/2022 12:20,Jefferson County,KY,40272-2587,Organization 158,Food Assistance,Emergency Food
