ServiceEpisodeID,ClientID,Created At,Service Type,Service Subtype,Originating Organization,Address 1 County,Address 1 State,Address 1 Postal Code,Gender,Age
3651,119,2022-06-28 13:26:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40210,Male,24.0
3663,122,2022-06-28 10:32:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40214,Male,24.0
3673,117,2022-06-28 10:36:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40212,Male,18.0
3707,730,2022-06-14 20:37:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40203,Male,40.0
1921,582,2022-06-21 13:18:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40202.0,Undisclosed,17.0
1954,758,2022-06-14 13:44:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40202.0,Female,28.0
2184,190,2022-06-26 11:18:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40202.0,Female,17.0
2254,379,2022-06-27 12:45:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40202.0,Female,62.0
2306,761,2022-06-14 13:10:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40202.0,Undisclosed,22.0
2355,350,2022-06-16 13:45:00,Employment,Job Search/Placement,Organization 104,Jefferson County,KY,40220,Undisclosed,67.0
2516,761,2022-06-13 12:47:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40202.0,Undisclosed,22.0
2991,1002,2022-06-06 12:16:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40202.0,Female,63.0
3096,180,2022-06-23 17:12:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40202.0,Male,26.0
3101,180,2022-06-23 17:10:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40202.0,Male,26.0
3127,610,2022-06-16 18:07:00,Employment,Job Search/Placement,Organization 104,Jefferson County,KY,40202,Undisclosed,52.0
3147,399,2022-06-17 18:32:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40202.0,Female,31.0
3382,399,2022-06-17 18:36:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40202.0,Female,31.0
3382,399,2022-06-17 18:36:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40202.0,Female,31.0
3532,688,2022-06-15 18:29:00,Transportation,Ride Coordination,Organization 104,Jefferson County,KY,40202.0,Undisclosed,20.0
2096,1084,2022-06-01 21:59:00,Money Management,Financial Counseling,Organization 109,Jefferson County,KY,40258,Female,16.0
1605,915,2022-06-08 14:43:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 113,Jefferson County,KY,40218,Undisclosed,26.0
1622,639,2022-06-16 17:49:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 113,Jefferson County,KY,40218,Female,61.0
3637,837,2022-06-09 15:13:00,Wellness,Mindfulness & Meditation,Organization 113,Jefferson County,KY,40204,Female,50.0
1576,531,2022-03-01 15:01:00,Clothing & Household Goods,,Organization 129,Jefferson County,KY,40214,Female,35.0
1646,529,2022-03-01 13:50:00,Clothing & Household Goods,,Organization 129,Jefferson County,KY,40215,Female,37.0
1993,456,2022-01-25 20:31:00,Utilities,Utility Bill Payment Assistance,Organization 129,Jefferson County,KY,40218,Male,9.0
2000,531,2022-03-10 16:53:00,Clothing & Household Goods,,Organization 129,Jefferson County,KY,40214,Female,35.0
2056,529,2022-02-09 17:21:00,Clothing & Household Goods,,Organization 129,Jefferson County,KY,40215,Female,37.0
2305,531,2022-03-10 16:53:00,Clothing & Household Goods,,Organization 129,Jefferson County,KY,40214,Female,35.0
2670,531,2022-03-10 16:52:00,Clothing & Household Goods,,Organization 129,Jefferson County,KY,40214,Female,35.0
2717,518,2022-02-15 19:43:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 129,Jefferson County,KY,40211,Female,38.0
3322,518,2022-02-15 19:43:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 129,Jefferson County,KY,40211,Female,38.0
3425,456,2022-01-25 20:31:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 129,Jefferson County,KY,40218,Male,9.0
3583,518,2022-02-15 19:43:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 129,Jefferson County,KY,40211,Female,38.0
3290,459,2022-01-20 21:06:00,Housing & Shelter,Permanent Housing,Organization 129,Jefferson County,KY,,Male,43.0
3301,87,2022-06-29 15:16:00,Utilities,Utility Bill Payment Assistance,Organization 132,Jefferson County,KY,40220,Male,29.0
1630,75,2022-06-14 17:19:00,Benefits Navigation,Immigration Services,Organization 134,Jefferson County,KY,40202,Male,0.0
1686,746,2022-06-14 17:17:00,Benefits Navigation,Immigration Services,Organization 134,Jefferson County,KY,40205.0,Female,49.0
1821,44,2022-06-30 17:18:00,Individual & Family Support,Social Service Case Management,Organization 134,Jefferson County,KY,40202,Female,71.0
1962,49,2022-06-30 17:10:00,Food Assistance,Emergency Food,Organization 134,Jefferson County,KY,40207,Male,63.0
2235,743,2022-06-14 17:24:00,Transportation,Ride Coordination,Organization 134,Jefferson County,KY,40202,Female,82.0
2441,744,2022-06-14 17:23:00,Transportation,Ride Coordination,Organization 134,Jefferson County,KY,40206,Female,77.0
2801,5,2022-06-30 17:13:00,Employment,Job Search/Placement,Organization 134,Jefferson County,KY,40220,Female,65.0
2866,54,2022-06-30 17:03:00,Food Assistance,Emergency Food,Organization 134,Jefferson County,KY,40218,Female,26.0
2968,46,2022-06-30 17:15:00,Employment,Job Search/Placement,Organization 134,Jefferson County,KY,40219,Female,37.0
3193,51,2022-06-30 17:06:00,Food Assistance,Emergency Food,Organization 134,Jefferson County,KY,40218,Male,55.0
3241,709,2022-06-14 17:29:00,Individual & Family Support,Caregiving Services,Organization 134,Jefferson County,KY,40211,Male,63.0
1720,700,2022-06-14 17:21:00,Employment,Job Search/Placement,Organization 134,Jefferson County,KY,40291,Undisclosed,47.0
2005,253,2022-06-27 16:40:00,Employment,Job Search/Placement,Organization 135,Jefferson County,KY,40214,Female,27.0
2176,624,2022-06-17 15:14:00,Benefits Navigation,Health Insurance/Benefits,Organization 135,Jefferson County,KY,40210,Female,37.0
2764,625,2022-06-17 15:09:00,Legal,Expungements,Organization 135,Jefferson County,KY,40207,Undisclosed,53.0
2824,145,2022-06-29 19:17:00,Employment,Job Search/Placement,Organization 135,Jefferson County,KY,40242,Male,24.0
1652,352,2022-06-27 16:25:00,Employment,Job Search/Placement,Organization 135,Jefferson County,KY,40241,Undisclosed,59.0
3195,350,2022-06-27 16:36:00,Employment,Job Search/Placement,Organization 135,Jefferson County,KY,40220,Undisclosed,67.0
3205,391,2022-06-24 20:50:00,Employment,Job Search/Placement,Organization 135,Jefferson County,KY,40228,Undisclosed,58.0
3394,778,2022-06-13 21:25:00,Employment,Job Search/Placement,Organization 135,Jefferson County,KY,40203,Undisclosed,62.0
3500,701,2022-06-13 20:57:00,Employment,Job Search/Placement,Organization 135,Jefferson County,KY,40258,Undisclosed,54.0
3619,777,2022-06-13 21:34:00,Employment,Job Search/Placement,Organization 135,Jefferson County,KY,40291,Undisclosed,33.0
3706,351,2022-06-27 16:29:00,Employment,Job Search/Placement,Organization 135,Jefferson County,KY,40216,Undisclosed,58.0
2241,806,2022-06-07 16:55:00,Employment,Job Search/Placement,Organization 137,Jefferson County,KY,40211,Female,21.0
2534,822,2022-06-07 17:36:00,Employment,Job Search/Placement,Organization 137,Jefferson County,KY,40210,Female,39.0
2578,374,2022-06-27 13:38:00,Employment,Job Search/Placement,Organization 137,Jefferson County,KY,40211,Female,30.0
1709,523,2022-06-22 18:06:00,Employment,Job Training,Organization 138,Jefferson County,KY,40216,Undisclosed,36.0
2218,675,2022-06-10 19:39:00,Employment,Job Training,Organization 138,Jefferson County,KY,40206,Female,50.0
2250,425,2022-06-23 16:12:00,Employment,Job Training,Organization 138,Jefferson County,KY,40215,Undisclosed,36.0
2639,327,2022-05-27 14:55:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40210,Female,3.0
2688,806,2022-06-09 15:08:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40211,Female,21.0
2688,806,2022-06-09 15:08:00,,,Organization 138,Jefferson County,KY,40211,Female,21.0
2770,46,2022-06-27 14:02:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40219,Female,37.0
2968,46,2022-06-27 14:03:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40219,Female,37.0
3098,866,2022-06-08 18:57:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40202,Male,24.0
3104,608,2022-06-17 15:58:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40215,Undisclosed,25.0
3441,266,2022-06-27 19:21:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40203,Female,51.0
3555,625,2022-06-14 15:47:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40207,Undisclosed,53.0
3561,452,2022-06-21 14:16:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40208,Undisclosed,33.0
1503,298,2022-05-18 16:23:00,,,Organization 138,Jefferson County,KY,40203,Undisclosed,17.0
1532,41,2022-06-30 17:30:00,Employment,Career Skills Development,Organization 138,Jefferson County,KY,40219,Undisclosed,42.0
1577,297,2022-05-23 16:16:00,,,Organization 138,Jefferson County,KY,40203,Undisclosed,23.0
1595,691,2022-06-15 15:39:00,Employment,Job Training,Organization 138,Shelby County,KY,40065,Undisclosed,36.0
1603,564,2022-06-14 19:11:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40216,Undisclosed,57.0
1625,579,2022-06-21 14:13:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40202.0,,
1639,514,2022-06-22 20:21:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40202.0,,
1650,301,2022-06-16 14:55:00,Education,Computer/Technology Classes,Organization 138,Jefferson County,KY,40228,Undisclosed,24.0
1652,352,2022-06-13 18:06:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40241,Undisclosed,59.0
1676,451,2022-06-23 19:09:00,Education,Educational Support Services,Organization 138,Jefferson County,KY,40210,Undisclosed,17.0
1676,451,2022-06-23 19:09:00,Education,Educational Support Services,Organization 138,Jefferson County,KY,40210,Undisclosed,17.0
1676,451,2022-06-14 15:28:00,Education,Educational Support Services,Organization 138,Jefferson County,KY,40210,Undisclosed,17.0
1695,205,2022-06-29 13:30:00,Education,Educational Support Services,Organization 138,Hardin County,KY,40160,Undisclosed,22.0
1719,496,2022-06-23 14:30:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40215,Undisclosed,62.0
1720,700,2022-06-03 20:28:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40291,Undisclosed,47.0
1725,451,2022-06-23 19:08:00,Education,Educational Support Services,Organization 138,Jefferson County,KY,40210,Undisclosed,17.0
1725,451,2022-06-23 19:08:00,Education,Educational Support Services,Organization 138,Jefferson County,KY,40210,Undisclosed,17.0
1725,451,2022-06-15 18:53:00,Education,Educational Support Services,Organization 138,Jefferson County,KY,40210,Undisclosed,17.0
1730,831,2022-06-10 17:12:00,Employment,Job Training,Organization 138,Jefferson County,KY,40202.0,,
1764,610,2022-06-16 16:38:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40202,Undisclosed,52.0
1768,702,2022-06-09 14:56:00,Employment,Job Training,Organization 138,Jefferson County,KY,40214,Undisclosed,38.0
1779,825,2022-06-08 19:21:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40241,Undisclosed,22.0
1788,569,2022-06-21 16:35:00,Employment,Job Training,Organization 138,Jefferson County,KY,40219,Undisclosed,52.0
1826,543,2022-06-22 13:50:00,Employment,Job Training,Organization 138,Jefferson County,KY,40118,Undisclosed,42.0
1832,429,2022-06-24 12:08:00,Employment,Job Training,Organization 138,Bullitt County,KY,40165,Undisclosed,43.0
1837,976,2022-06-06 20:04:00,Education,Computer/Technology Classes,Organization 138,Jefferson County,KY,40218,Undisclosed,25.0
1862,909,2022-06-07 12:14:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40071,Undisclosed,31.0
1874,1018,2022-05-19 16:44:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40210,Undisclosed,22.0
1874,1018,2022-05-19 16:44:00,,,Organization 138,Jefferson County,KY,40210,Undisclosed,22.0
1875,408,2022-06-24 16:05:00,Employment,Job Training,Organization 138,Jefferson County,KY,40202.0,,
1891,789,2022-06-06 15:06:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40245,Undisclosed,54.0
1898,695,2022-06-15 15:22:00,Employment,Job Training,Organization 138,Jefferson County,KY,40272,Undisclosed,32.0
1903,449,2022-06-21 17:22:00,Employment,Job Training,Organization 138,Jefferson County,KY,40206,Undisclosed,30.0
1920,103,2022-06-29 13:38:00,Education,Educational Support Services,Organization 138,Jefferson County,KY,40211,Female,32.0
1937,1055,2022-06-01 19:35:00,Education,Educational Support Services,Organization 138,Jefferson County,KY,40202.0,Undisclosed,51.0
2055,109,2022-06-23 16:46:00,Education,Educational Support Services,Organization 138,Jefferson County,KY,40211,Undisclosed,26.0
2063,350,2022-06-01 16:05:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40220,Undisclosed,67.0
2107,493,2022-06-23 14:54:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40202.0,,
2123,424,2022-05-23 19:41:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40031,Undisclosed,28.0
2137,792,2022-06-13 15:14:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40217,Undisclosed,69.0
2137,792,2022-06-13 15:14:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40217,Undisclosed,69.0
2137,792,2022-06-13 14:34:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40217,Undisclosed,69.0
2155,364,2022-06-06 18:58:00,Employment,Job Training,Organization 138,Jefferson County,KY,40210,Undisclosed,39.0
2163,682,2022-06-06 20:31:00,Employment,Job Training,Organization 138,Jefferson County,KY,40216,Undisclosed,30.0
2165,564,2022-06-21 15:57:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40216,Undisclosed,57.0
2167,112,2022-06-13 13:21:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40299,Undisclosed,21.0
2167,112,2022-06-13 13:21:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40299,Undisclosed,21.0
2167,112,2022-06-13 13:20:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40299,Undisclosed,21.0
2186,587,2022-06-21 13:12:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40291,Undisclosed,54.0
2192,796,2022-06-09 20:27:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40207,Undisclosed,40.0
2208,108,2022-06-27 17:21:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 138,Jefferson County,KY,40204,Undisclosed,20.0
2208,108,2022-06-27 17:21:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 138,Jefferson County,KY,40204,Undisclosed,20.0
2208,108,2022-06-27 17:08:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 138,Jefferson County,KY,40204,Undisclosed,20.0
2215,697,2022-06-01 15:49:00,Individual & Family Support,Child Care,Organization 138,Jefferson County,KY,40210,Undisclosed,24.0
2231,934,2022-06-03 18:29:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40202.0,Undisclosed,30.0
2236,825,2022-06-08 19:23:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40241,Undisclosed,22.0
2280,764,2022-06-14 12:25:00,Employment,Job Training,Organization 138,Jefferson County,KY,40272,Undisclosed,44.0
2280,764,2022-06-14 12:25:00,Employment,Job Training,Organization 138,Jefferson County,KY,40272,Undisclosed,44.0
2280,764,2022-06-03 16:49:00,Employment,Job Training,Organization 138,Jefferson County,KY,40272,Undisclosed,44.0
2296,33,2022-06-30 19:06:00,Employment,Career Skills Development,Organization 138,Jefferson County,KY,40214,Undisclosed,17.0
2303,785,2022-06-06 19:45:00,Employment,Job Training,Organization 138,Jefferson County,KY,40150,Undisclosed,30.0
2304,980,2022-06-06 19:04:00,Employment,Job Training,Organization 138,Jefferson County,KY,40202.0,,
2307,696,2022-06-13 20:06:00,Employment,Job Training,Organization 138,Jefferson County,KY,40208,Undisclosed,22.0
2318,242,2022-05-23 20:34:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40216,Undisclosed,27.0
2343,496,2022-06-23 14:32:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40215,Undisclosed,62.0
2355,350,2022-06-15 17:58:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40220,Undisclosed,67.0
2365,302,2022-06-17 16:36:00,Education,Computer/Technology Classes,Organization 138,Jefferson County,KY,40216,Undisclosed,42.0
2366,120,2022-06-24 16:20:00,Employment,Job Training,Organization 138,Boone County,KY,41005,Undisclosed,57.0
2366,120,2022-06-24 16:20:00,,,Organization 138,Boone County,KY,41005,Undisclosed,57.0
2368,777,2022-06-13 16:22:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40291,Undisclosed,33.0
2370,986,2022-06-06 16:40:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40217,Undisclosed,38.0
2403,691,2022-06-15 15:37:00,Employment,Job Training,Organization 138,Shelby County,KY,40065,Undisclosed,36.0
2403,691,2022-06-15 15:37:00,Employment,Job Training,Organization 138,Shelby County,KY,40065,Undisclosed,36.0
2403,691,2022-06-15 15:32:00,Employment,Job Training,Organization 138,Shelby County,KY,40065,Undisclosed,36.0
2439,578,2022-06-03 15:11:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40202.0,Undisclosed,34.0
2439,578,2022-06-03 15:11:00,,,Organization 138,Jefferson County,KY,40202.0,Undisclosed,34.0
2445,575,2022-06-21 15:14:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40202.0,,
2446,867,2022-06-09 16:51:00,Employment,Job Training,Organization 138,Jefferson County,KY,40202.0,,
2479,700,2022-06-03 19:02:00,Employment,Job Search/Placement,Organization 138,Jefferson County,KY,40291,Undisclosed,47.0
2486,104,2022-06-29 13:28:00,Education,Educational Support Services,Organization 138,Jefferson County,KY,40211,Undisclosed,29.0
2530,450,2022-06-17 18:03:00,Employment,Job Training,Organization 138,Jefferson County,KY,40207,Undisclosed,33.0
2549,540,2022-06-22 14:22:00,Employment,Job Training,Organization 138,Jefferson County,KY,40211,Undisclosed,30.0
2559,697,2022-06-01 15:50:00,Individual & Family Support,Child Care,Organization 138,Jefferson County,KY,40210,Undisclosed,24.0
2559,697,2022-06-01 15:50:00,,,Organization 138,Jefferson County,KY,40210,Undisclosed,24.0
